id,name,type,city,state,gstin,pan,phone,email
vendor_maint_44,Bosch Car Service Indore,vendor_maint,Bengaluru,Jharkhand,30XRGML8775S1Z9,JEXTR5670A,+91 8660286914,garage@boschcarserviceindore.com
vendor_maint_45,TVS Automobile Solutions Noida,vendor_maint,Lucknow,Telangana,37FFFQN1145P1ZI,QPAGU6004W,+91 9760548616,garage@tvsautomobilesolutionsnoida.com
vendor_maint_46,Bosch Car Service Hyderabad,vendor_maint,Bhopal,Bihar,24GMRVK2676A1Z6,ZZVOP5631J,+91 9939532043,garage@boschcarservicehyderabad.com
vendor_maint_47,TVS Automobile Solutions Chennai,vendor_maint,Nashik,Uttar Pradesh,18QWGSX5895G1ZJ,NGBWV7620V,+91 8372610291,garage@tvsautomobilesolutionschennai.com
vendor_maint_48,MyTVS Chandigarh,vendor_maint,Mumbai,Jammu & Kashmir,19GKKAS4111K1ZO,RQMYJ5918F,+91 9824433548,garage@mytvschandigarh.com
vendor_maint_49,Authorized Service Center Noida,vendor_maint,Surat,Rajasthan,25DGVTE6499U1ZF,FFWKX7089I,+91 9515006996,garage@authorizedservicecenternoida.com
vendor_maint_50,Bosch Car Service Bengaluru,vendor_maint,Nagpur,Jammu & Kashmir,11WPYBX9199D1ZY,NKWDZ6614N,+91 9445569788,garage@boschcarservicebengaluru.com
vendor_gen_1,Verma Enterprises,vendor_general,Delhi,Uttar Pradesh,37SUMQE1950A1Z2,HTETM2442E,+91 9639170397,info@vermaenterprises.com
vendor_gen_2,Joshi Enterprises,vendor_general,Patna,Odisha,22LMANS1230K1Z7,ERQGS6641J,+91 7553753599,info@joshienterprises.com
vendor_gen_3,Patil Enterprises,vendor_general,Bhopal,West Bengal,15BBYLN9587K1Z1,XZIXJ4087F,+91 8732553940,info@patilenterprises.com
vendor_gen_4,Sharma Enterprises,vendor_general,Jaipur,Karnataka,33ZFAND1612M1ZQ,UQPBC1323B,+91 9962452613,info@sharmaenterprises.com
vendor_gen_5,Patil Enterprises,vendor_general,Hyderabad,Punjab,22DGSFR1152J1Z0,RRHPD2718Q,+91 9652992543,info@patilenterprises.com
vendor_gen_6,Patil Enterprises,vendor_general,Surat,Rajasthan,35CFFGN4304L1Z0,HBMFY6416H,+91 7011759631,info@patilenterprises.com
vendor_gen_7,Sharma Enterprises,vendor_general,Ranchi,Haryana,13VRDCN2659I1ZO,LZGBV1646J,+91 8547110201,info@sharmaenterprises.com
vendor_gen_8,Reddy Enterprises,vendor_general,Ranchi,Uttar Pradesh,23TCTBW3793K1ZW,XYGTJ6615F,+91 7488904732,info@reddyenterprises.com
vendor_gen_9,Joshi Enterprises,vendor_general,Bhopal,Punjab,18VRMKX3732D1ZI,SBYEK8908Z,+91 9443593434,info@joshienterprises.com
vendor_gen_10,Rathore Enterprises,vendor_general,Bengaluru,Madhya Pradesh,29JJARV3140P1Z5,CKBGI9598Y,+91 9476688619,info@rathoreenterprises.com
vendor_gen_11,Nair Enterprises,vendor_general,Lucknow,Karnataka,31WNRQL5072P1ZW,RQDVX1894A,+91 9763376419,info@nairenterprises.com
vendor_gen_12,Deshmukh Enterprises,vendor_general,Coimbatore,Jammu & Kashmir,37METII5557B1Z6,FQKGL8341C,+91 9140852855,info@deshmukhenterprises.com
vendor_gen_13,Verma Enterprises,vendor_general,Vadodara,Rajasthan,25TAKAO2489Z1ZT,XORLI1889H,+91 8951890759,info@vermaenterprises.com
vendor_gen_14,Gupta Enterprises,vendor_general,Kolkata,Jammu & Kashmir,32RSCTF6592L1ZS,OJCXM7704D,+91 8092164263,info@guptaenterprises.com
vendor_gen_15,Yadav Enterprises,vendor_general,Gurugram,Telangana,13YKLUS2765Y1Z0,BQRDX8493V,+91 9531093634,info@yadaventerprises.com
vendor_gen_16,Chauhan Enterprises,vendor_general,Delhi,Jammu & Kashmir,10NBYVM9328Y1ZL,REVCR6273Q,+91 8652113468,info@chauhanenterprises.com
vendor_gen_17,Joshi Enterprises,vendor_general,Kanpur,Karnataka,18KIHUD9393J1Z9,WSYQF5760V,+91 8483024614,info@joshienterprises.com
vendor_gen_18,Rathore Enterprises,vendor_general,Delhi,Madhya Pradesh,26OQSTO7839V1Z8,HWVNA3381B,+91 9878719791,info@rathoreenterprises.com
vendor_gen_19,Sharma Enterprises,vendor_general,Gurugram,Tamil Nadu,34UZRDB5835G1Z8,AVCWT4675X,+91 9779356860,info@sharmaenterprises.com
vendor_gen_20,Chauhan Enterprises,vendor_general,Bhopal,Karnataka,26UUHRY7349N1ZU,ZBTFW8259H,+91 9722100861,info@chauhanenterprises.com
vendor_gen_21,Nair Enterprises,vendor_general,Bhubaneswar,Bihar,34PTFSF8353F1ZE,EENJL5329E,+91 7691184145,info@nairenterprises.com
vendor_gen_22,Yadav Enterprises,vendor_general,Ahmedabad,Maharashtra,20MYBYP5934P1Z9,JUIFE2117Z,+91 9169561289,info@yadaventerprises.com
vendor_gen_23,Deshmukh Enterprises,vendor_general,Hyderabad,Jharkhand,12JWRIH9691P1Z9,VZARL4994B,+91 9931535772,info@deshmukhenterprises.com
vendor_gen_24,Gupta Enterprises,vendor_general,Bhopal,Rajasthan,22GSANU9426Z1Z6,LBXFN2572F,+91 9310584302,info@guptaenterprises.com
vendor_gen_25,Chauhan Enterprises,vendor_general,Mumbai,Haryana,16RUWLC9810W1Z1,QYTDL6434B,+91 7375899416,info@chauhanenterprises.com
vendor_gen_26,Patil Enterprises,vendor_general,Pune,Madhya Pradesh,35GBVXK8391U1ZZ,LARNQ2036Y,+91 9515167269,info@patilenterprises.com
vendor_gen_27,Sharma Enterprises,vendor_general,Bhubaneswar,Haryana,21YCUHC8170M1ZZ,VAEFT9941J,+91 9723205427,info@sharmaenterprises.com
vendor_gen_28,Deshmukh Enterprises,vendor_general,Surat,Bihar,10OODAP9800R1ZF,HTXIK9397E,+91 7691293717,info@deshmukhenterprises.com
vendor_gen_29,Deshmukh Enterprises,vendor_general,Jaipur,Tamil Nadu,16CROBT9992O1Z9,BRGFP6420L,+91 7550679848,info@deshmukhenterprises.com
vendor_gen_30,Rathore Enterprises,vendor_general,Patna,Karnataka,13HBFMI6008W1ZJ,OJILA5033Z,+91 7951445658,info@rathoreenterprises.com
vendor_gen_31,Nair Enterprises,vendor_general,Chandigarh,Odisha,18VDTWM6877Y1ZT,MCQCH3293R,+91 7843668735,info@nairenterprises.com
vendor_gen_32,Kumar Enterprises,vendor_general,Chandigarh,Haryana,33BANAP7637Y1ZN,XOOZM3435L,+91 8685767569,info@kumarenterprises.com
vendor_gen_33,Singh Enterprises,vendor_general,Ludhiana,West Bengal,14MNKNR3717Y1Z6,DEOOW3395X,+91 9076631329,info@singhenterprises.com
vendor_gen_34,Gupta Enterprises,vendor_general,Pune,Karnataka,34MBJBF6918M1Z4,XWBQC9542U,+91 8174653422,info@guptaenterprises.com
vendor_gen_35,Iyer Enterprises,vendor_general,Chandigarh,Tamil Nadu,28OEQJQ2275Q1ZQ,JXNJW8976Z,+91 9070647070,info@iyerenterprises.com
vendor_gen_36,Yadav Enterprises,vendor_general,Mumbai,Gujarat,24ECQFE6934T1ZH,RKICR8848G,+91 9537427612,info@yadaventerprises.com
vendor_gen_37,Deshmukh Enterprises,vendor_general,Patna,Odisha,10GDPDN3406B1ZK,GEYPO1305X,+91 9842173377,info@deshmukhenterprises.com
vendor_gen_38,Iyer Enterprises,vendor_general,Surat,Haryana,16LZWEV3338Z1ZL,QNERX2127H,+91 8624405402,info@iyerenterprises.com
vendor_gen_39,Joshi Enterprises,vendor_general,Delhi,Rajasthan,10FWNKD2577F1Z4,XPWNT2526P,+91 9832069709,info@joshienterprises.com
vendor_gen_40,Deshmukh Enterprises,vendor_general,Kanpur,Maharashtra,34RLKWS8028H1Z4,UJPTT2600N,+91 7575023565,info@deshmukhenterprises.com
vendor_gen_41,Kumar Enterprises,vendor_general,Chennai,Karnataka,37CPOGA1116S1Z7,DARRI6935D,+91 7664768939,info@kumarenterprises.com
vendor_gen_42,Joshi Enterprises,vendor_general,Patna,Tamil Nadu,18WLJHR4337N1Z9,UMJOG6024S,+91 8478999069,info@joshienterprises.com
vendor_gen_43,Reddy Enterprises,vendor_general,Bhubaneswar,Jharkhand,33DWDFU3650D1ZN,NUUPR1852F,+91 8671187564,info@reddyenterprises.com
vendor_gen_44,Rathore Enterprises,vendor_general,Mumbai,Haryana,36DYLBF2311T1ZC,SYKRH1941Y,+91 7752783751,info@rathoreenterprises.com
vendor_gen_45,Rathore Enterprises,vendor_general,Chennai,Punjab,10FRUHA9364Q1ZO,PRJRZ2422I,+91 8715554644,info@rathoreenterprises.com
vendor_gen_46,Gupta Enterprises,vendor_general,Ranchi,Jharkhand,22PNTBC5661X1Z9,XJZHP4187O,+91 8734979825,info@guptaenterprises.com
vendor_gen_47,Yadav Enterprises,vendor_general,Mumbai,Tamil Nadu,15KCBHY9409I1Z8,VOSZO4985Y,+91 8458831845,info@yadaventerprises.com
vendor_gen_48,Reddy Enterprises,vendor_general,Bengaluru,Punjab,28WMGJU4610V1ZO,UKJNS5314H,+91 8233899367,info@reddyenterprises.com
vendor_gen_49,Patil Enterprises,vendor_general,Bhopal,Uttar Pradesh,12OEIFO3994X1ZM,MFTWF4322H,+91 9656853453,info@patilenterprises.com
vendor_gen_50,Gupta Enterprises,vendor_general,Delhi,Rajasthan,13XRRPT9871B1Z4,JIXWO5501P,+91 7785428658,info@guptaenterprises.com
